S1 S1.x S1.y S1.lon S1.lat S2 S2.x S2.y S2.lon S2.lat dist.h alpha label 
1227 725688.484041 6214230.129230 3.314890 43.026900 412 737739.280231 6172519.706130 3.459630 42.651300 43416.368849 163.885164 N 
1227 725688.484041 6214230.129230 3.314890 43.026900 1184 739115.971672 6210317.018891 3.479190 42.991100 13986.059366 106.247462 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 1279 739093.725502 6221502.431991 3.479750 43.091700 15250.799522 61.520303 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 490 739367.244445 6183095.522969 3.480240 42.746300 34006.943309 156.282068 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 188 741624.669733 6160741.617736 3.506030 42.545200 55812.031644 163.409279 N 
1227 725688.484041 6214230.129230 3.314890 43.026900 2589 743577.001741 6241220.524692 3.536410 43.268800 32380.248805 33.535361 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 418 747691.587758 6176244.635625 3.581170 42.684200 43897.998788 149.918425 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 837 747994.782641 6204872.788781 3.587460 42.941600 24189.476586 112.757718 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 120 749038.350925 6146275.578414 3.594830 42.414700 71854.277953 161.036763 N 
1227 725688.484041 6214230.129230 3.314890 43.026900 2834 750396.412469 6252264.684880 3.621420 43.367700 45355.365181 33.008475 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 542 750994.975251 6185267.584176 3.622290 42.765100 38460.986901 138.854139 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1256 751106.915824 6217828.526737 3.626810 43.057900 25671.874471 81.942382 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 671 751554.683313 6198305.960124 3.630390 42.882300 30374.980271 121.617957 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 2342 753523.489448 6241796.068579 3.658900 43.273300 39174.845732 45.278267 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1661 754144.470038 6232407.164276 3.665570 43.188800 33766.073833 57.430487 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 64 755959.359379 6133714.261120 3.677470 42.301300 86018.201046 159.395667 N 
1227 725688.484041 6214230.129230 3.314890 43.026900 550 756796.602093 6189152.861213 3.693500 42.799600 39957.281939 128.873419 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 341 757790.836902 6177683.793187 3.704390 42.696400 48643.558025 138.703883 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 154 758057.853574 6152368.556229 3.704890 42.468800 69818.552679 152.378967 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 2749 757203.645585 6249509.458013 3.705050 43.342400 47305.776037 41.774539 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1599 759253.405429 6225625.792782 3.727600 43.127400 35446.651401 71.247080 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 185 760002.362116 6160863.145186 3.729450 42.545000 63446.648568 147.259812 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1174 761668.971344 6208169.323465 3.755210 42.970200 36487.379093 99.561543 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 1267 762777.762744 6220244.484321 3.770230 43.078700 37573.754960 80.789158 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 677 764725.671911 6197001.083732 3.791270 42.869500 42670.154037 113.814244 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 2801 765721.900873 6254071.074046 3.810610 43.382700 56479.866741 45.138064 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 184 768438.121964 6161358.153974 3.832060 42.548700 67992.479805 141.042727 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 2074 768375.231193 6238824.357689 3.841330 43.245300 49264.941448 60.051343 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 316 769173.118810 6169108.180285 3.842000 42.618300 62665.012069 136.058618 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 156 769992.506456 6153743.189306 3.849960 42.480100 74976.771760 143.778864 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 3677 769860.744877 6266275.605202 3.863300 43.492100 68263.608141 40.322076 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 3106 772321.232353 6261389.885647 3.893020 43.447900 66322.363048 44.678066 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 2699 772805.107215 6249956.797906 3.897390 43.345000 59130.119516 52.828399 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1593 774457.398981 6229408.478079 3.914820 43.160000 51076.308972 72.712292 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 116 777151.673712 6145123.945486 3.935650 42.401900 86163.359514 143.325043 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 68 777755.203596 6128796.768025 3.940610 42.255100 100049.000455 148.640095 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 2362 777130.328091 6243904.206452 3.949800 43.290100 59386.986606 60.021628 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 317 779278.496027 6166587.459280 3.964620 42.594600 71705.741643 131.637782 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1824 778988.380373 6236655.972863 3.971580 43.224700 57825.577485 67.181156 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 684 780437.605999 6202382.241798 3.984150 42.916300 56016.415377 102.210705 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 88 782125.616523 6139988.731410 3.995180 42.355200 93257.359351 142.758479 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1204 781146.122539 6218737.516159 3.995340 43.063300 55640.508666 85.353429 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 158 781995.070395 6153482.959058 3.995660 42.476500 82829.042919 137.172547 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 3619 781915.198379 6269953.503307 4.012830 43.523900 79161.466786 45.257607 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 337 783354.197517 6186582.285346 4.017340 42.773900 63951.057709 115.615403 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 2366 785697.466640 6249515.983699 4.056210 43.339600 69614.434696 59.544066 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1477 787398.732466 6223444.983389 4.072810 43.104900 62394.457268 81.507088 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 319 788262.686578 6178939.392273 4.075970 42.704600 71839.870115 119.422225 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 565 788352.791740 6192932.557944 4.079400 42.830400 66184.605476 108.771236 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 181 789223.044183 6169720.067092 4.086130 42.621600 77574.389872 125.013724 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1819 788957.896235 6238631.970189 4.094530 43.241300 67812.007502 68.909296 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 114 790926.198831 6148728.618485 4.103290 42.432700 92446.781128 135.115607 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 3008 789905.491318 6258600.432874 4.109640 43.420800 78054.774799 55.357730 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 180 793233.214451 6174860.032485 4.135840 42.667300 78181.168601 120.236816 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1805 794246.693819 6233348.482141 4.158640 43.193100 71174.008922 74.418177 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 701 794927.655141 6211531.237361 4.163060 42.996800 69291.751543 92.232217 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 320 795887.402248 6181895.289600 4.169440 42.730200 77287.967831 114.731617 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 90 796563.420227 6139930.779374 4.170100 42.352900 102682.276798 136.351259 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 91 796935.372716 6146656.860000 4.175820 42.413300 98195.039897 133.484127 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1473 797155.716537 6222751.004048 4.192430 43.097400 71973.402228 83.200851 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 3237 797832.685776 6259950.687819 4.207720 43.431900 85411.681412 57.635991 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 570 799371.321241 6202223.410149 4.215740 42.912500 74654.683717 99.255081 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 85 801200.246638 6131855.715713 4.224760 42.279700 111747.797709 137.488841 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 2386 800930.865320 6245490.987749 4.243150 43.301400 81477.955397 67.438642 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1812 802600.139928 6236667.515085 4.261970 43.221800 80117.657824 73.736486 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 1469 803615.422148 6226143.151225 4.272370 43.127000 78832.276231 81.308244 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 322 806405.112585 6188466.416187 4.299010 42.787800 84728.643523 107.702416 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 1110 806015.769042 6215651.848345 4.299720 43.032300 80339.865577 88.986023 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 83 808824.498867 6142516.389866 4.319170 42.374400 109792.792908 130.781297 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 162 810496.454886 6167933.926337 4.344680 42.602600 96621.583101 118.629883 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 323 811701.641383 6183917.439346 4.362700 42.746100 91198.258776 109.413437 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 633 811562.034532 6207860.947581 4.366050 42.961400 86109.425435 94.241821 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 3729 811860.456764 6262515.175031 4.381410 43.452900 98777.803837 60.736628 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 82 814324.874173 6136813.115506 4.384620 42.322300 117685.188828 131.134693 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 111 814068.778004 6158550.415328 4.386140 42.517700 104457.201289 122.210987 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 330 814034.117019 6192889.776911 4.393080 42.826400 90886.530924 103.579960 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 3155 813360.105844 6257916.941795 4.398920 43.411300 97953.309600 63.512901 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1116 814832.843831 6217104.117579 4.408110 43.044000 89190.676034 88.153440 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 163 817350.002688 6165451.017005 4.427520 42.579200 103832.729859 118.020375 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 324 817123.199270 6180309.143700 4.428030 42.712800 97524.050409 110.354141 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 2219 817910.914108 6240688.619791 4.451160 43.255600 95942.838868 73.991886 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 1501 819353.480223 6229574.009352 4.466370 43.155400 94913.466731 80.696635 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 81 821200.999836 6140409.254895 4.468690 42.353500 120715.210976 127.700155 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 329 820481.187038 6186110.503658 4.470280 42.764400 98875.527224 106.522640 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 2459 821019.035460 6253143.278792 4.492300 43.367100 102966.728813 67.795120 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 110 823260.749905 6160965.725258 4.498370 42.537900 111164.040033 118.629992 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 586 824283.132807 6202855.283499 4.520600 42.914300 99248.636669 96.581107 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 3750 823234.967217 6262913.298970 4.521940 43.454600 109020.032085 63.477289 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 328 829007.945638 6184717.601207 4.573970 42.750400 107451.851799 105.941644 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 2256 827946.446653 6247696.646573 4.576360 43.316900 107595.068198 71.878001 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 109 829964.649890 6153052.026024 4.577920 42.465600 120897.804264 120.399853 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 3297 827966.741141 6260882.856061 4.579860 43.435500 112415.829828 65.480595 NE 
1227 725688.484041 6214230.129230 3.314890 43.026900 625 831129.079109 6215113.335013 4.607390 43.023300 105444.294016 89.520083 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 577 832900.991838 6193272.461053 4.623600 42.826600 109241.684734 101.060581 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 79 836424.057657 6140176.065296 4.653050 42.348700 133215.508291 123.772501 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 108 836411.632777 6157089.589330 4.657200 42.500700 124597.981388 117.296756 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 166 836314.248936 6165098.437275 4.658060 42.572700 121045.375843 113.947214 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1454 835665.352953 6233155.810989 4.667650 43.184700 111593.427789 80.235731 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 596 836974.731284 6205870.519329 4.676620 42.939100 111599.784511 94.295881 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 2270 837811.986120 6249991.525694 4.698480 43.335700 117688.390232 72.310100 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 72 842606.149287 6134154.155483 4.726340 42.293400 141710.627752 124.406932 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 78 843334.451891 6145287.664273 4.738120 42.393300 136358.487912 120.371002 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 583 843659.082757 6203402.152721 4.757740 42.915600 118466.481490 95.244221 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 612 843780.007225 6213881.907270 4.762080 43.009800 118092.036592 90.168950 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 579 844396.616806 6188824.885622 4.762780 42.784400 121396.240417 102.079891 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 172 844900.430240 6181104.765650 4.766820 42.714900 123728.645951 105.528990 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 1427 848025.319661 6229191.899559 4.818410 43.146600 123248.350581 83.027364 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 168 849382.867949 6171572.134016 4.818780 42.628300 130843.437612 109.027576 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 77 850190.114478 6148057.340226 4.822000 42.416800 140994.659424 117.990706 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 2168 849697.113698 6247912.110488 4.844310 43.314600 128501.424469 74.804483 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 106 851832.272812 6162149.420557 4.845910 42.543100 136472.179074 112.434154 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 606 855539.798968 6211930.662308 4.905570 42.989800 129871.673341 91.014514 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 101 857710.536379 6147623.183227 4.913070 42.411300 147872.605845 116.771574 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 169 857825.307178 6176734.254972 4.923060 42.672900 137353.851839 105.842114 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 105 858946.234655 6168951.182041 4.934390 42.602700 140740.225797 108.766976 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 602 858594.978384 6199714.198514 4.939310 42.879300 133696.852928 96.233089 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 1420 858533.129714 6224493.568328 4.946020 43.102100 133240.527115 85.582164 E 
1227 725688.484041 6214230.129230 3.314890 43.026900 73 861046.979463 6131600.603075 4.948730 42.266600 158586.130779 121.401957 SE 
1227 725688.484041 6214230.129230 3.314890 43.026900 1444 859820.362365 6233844.924089 4.964670 43.185900 135558.478008 81.680314 E 
43 726063.782134 6142872.178137 3.315990 42.385300 147 726064.988560 6151627.662599 3.316430 42.464000 8755.484545 0.007895 N 
43 726063.782134 6142872.178137 3.315990 42.385300 306 726909.024187 6169963.088770 3.327600 42.628800 27104.093289 1.787061 N 
43 726063.782134 6142872.178137 3.315990 42.385300 21 728461.965055 6135984.122638 3.344700 42.323300 7293.599241 160.803648 N 
43 726063.782134 6142872.178137 3.315990 42.385300 2617 728265.969744 6241546.101622 3.347960 43.272500 98698.494448 1.278505 N 
43 726063.782134 6142872.178137 3.315990 42.385300 1632 729462.868740 6225876.126050 3.361810 43.131500 83073.516592 2.345004 N 
43 726063.782134 6142872.178137 3.315990 42.385300 273 730885.818066 6161426.968335 3.375520 42.551900 19171.131157 14.567825 N 
43 726063.782134 6142872.178137 3.315990 42.385300 1916 730862.180665 6234287.580430 3.379490 43.207100 91541.249745 3.004701 N 
43 726063.782134 6142872.178137 3.315990 42.385300 23 733401.875882 6129598.580932 3.404130 42.265700 15166.937812 151.064697 SE 
43 726063.782134 6142872.178137 3.315990 42.385300 915 734930.623880 6204610.905852 3.427540 42.940000 62372.200398 8.172865 N 
43 726063.782134 6142872.178137 3.315990 42.385300 725 735553.699342 6196207.483894 3.434600 42.864400 54172.994829 10.089017 N 
43 726063.782134 6142872.178137 3.315990 42.385300 412 737739.280231 6172519.706130 3.459630 42.651300 31863.665387 21.495025 N 
43 726063.782134 6142872.178137 3.315990 42.385300 1184 739115.971672 6210317.018891 3.479190 42.991100 68696.187639 10.952711 N 
43 726063.782134 6142872.178137 3.315990 42.385300 1279 739093.725502 6221502.431991 3.479750 43.091700 79702.548550 9.409070 N 
43 726063.782134 6142872.178137 3.315990 42.385300 490 739367.244445 6183095.522969 3.480240 42.746300 42366.255191 18.301108 N 
43 726063.782134 6142872.178137 3.315990 42.385300 188 741624.669733 6160741.617736 3.506030 42.545200 23695.106973 41.049676 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 2589 743577.001741 6241220.524692 3.536410 43.268800 99895.496050 10.097013 N 
43 726063.782134 6142872.178137 3.315990 42.385300 418 747691.587758 6176244.635625 3.581170 42.684200 39767.862589 32.946204 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 837 747994.782641 6204872.788781 3.587460 42.941600 65765.070543 19.479824 N 
43 726063.782134 6142872.178137 3.315990 42.385300 120 749038.350925 6146275.578414 3.594830 42.414700 23225.286749 81.573616 E 
43 726063.782134 6142872.178137 3.315990 42.385300 2834 750396.412469 6252264.684880 3.621420 43.367700 112066.040488 12.540379 N 
43 726063.782134 6142872.178137 3.315990 42.385300 542 750994.975251 6185267.584176 3.622290 42.765100 49182.668120 30.458234 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1256 751106.915824 6217828.526737 3.626810 43.057900 79029.189167 18.474623 N 
43 726063.782134 6142872.178137 3.315990 42.385300 671 751554.683313 6198305.960124 3.630390 42.882300 61013.852758 24.695060 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 2342 753523.489448 6241796.068579 3.658900 43.273300 102664.363953 15.513813 N 
43 726063.782134 6142872.178137 3.315990 42.385300 1661 754144.470038 6232407.164276 3.665570 43.188800 93835.168120 17.412891 N 
43 726063.782134 6142872.178137 3.315990 42.385300 64 755959.359379 6133714.261120 3.677470 42.301300 31266.803208 107.031406 E 
43 726063.782134 6142872.178137 3.315990 42.385300 550 756796.602093 6189152.861213 3.693500 42.799600 55555.448415 33.586262 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 341 757790.836902 6177683.793187 3.704390 42.696400 47100.472892 42.345816 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 154 758057.853574 6152368.556229 3.704890 42.468800 33373.669325 73.468226 E 
43 726063.782134 6142872.178137 3.315990 42.385300 2749 757203.645585 6249509.458013 3.705050 43.342400 111090.956225 16.278685 N 
43 726063.782134 6142872.178137 3.315990 42.385300 1599 759253.405429 6225625.792782 3.727600 43.127400 89161.156516 21.854020 N 
43 726063.782134 6142872.178137 3.315990 42.385300 185 760002.362116 6160863.145186 3.729450 42.545000 38412.265053 62.071772 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1174 761668.971344 6208169.323465 3.755210 42.970200 74373.696201 28.602726 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1267 762777.762744 6220244.484321 3.770230 43.078700 85641.054036 25.384836 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 677 764725.671911 6197001.083732 3.791270 42.869500 66518.269235 35.536546 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 2801 765721.900873 6254071.074046 3.810610 43.382700 118059.141253 19.628334 N 
43 726063.782134 6142872.178137 3.315990 42.385300 184 768438.121964 6161358.153974 3.832060 42.548700 46231.114832 66.430570 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 2074 768375.231193 6238824.357689 3.841330 43.245300 104866.960871 23.795749 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 316 769173.118810 6169108.180285 3.842000 42.618300 50465.262482 58.675636 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 156 769992.506456 6153743.189306 3.849960 42.480100 45253.858447 76.100306 E 
43 726063.782134 6142872.178137 3.315990 42.385300 3677 769860.744877 6266275.605202 3.863300 43.492100 130944.949337 19.540222 N 
43 726063.782134 6142872.178137 3.315990 42.385300 3106 772321.232353 6261389.885647 3.893020 43.447900 127224.992411 21.320697 N 
43 726063.782134 6142872.178137 3.315990 42.385300 2699 772805.107215 6249956.797906 3.897390 43.345000 116841.205324 23.580770 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1593 774457.398981 6229408.478079 3.914820 43.160000 99148.743609 29.215191 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 116 777151.673712 6145123.945486 3.935650 42.401900 51137.492332 87.476245 E 
43 726063.782134 6142872.178137 3.315990 42.385300 68 777755.203596 6128796.768025 3.940610 42.255100 53573.502989 105.232161 E 
43 726063.782134 6142872.178137 3.315990 42.385300 2362 777130.328091 6243904.206452 3.949800 43.290100 113204.517848 26.814274 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 317 779278.496027 6166587.459280 3.964620 42.594600 58259.937645 65.979728 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1824 778988.380373 6236655.972863 3.971580 43.224700 107686.643795 29.437151 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 684 780437.605999 6202382.241798 3.984150 42.916300 80609.927419 42.417672 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 88 782125.616523 6139988.731410 3.995180 42.355200 56135.938044 92.944318 E 
43 726063.782134 6142872.178137 3.315990 42.385300 1204 781146.122539 6218737.516159 3.995340 43.063300 93752.939888 35.981680 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 158 781995.070395 6153482.959058 3.995660 42.476500 56928.882637 79.258015 E 
43 726063.782134 6142872.178137 3.315990 42.385300 3619 781915.198379 6269953.503307 4.012830 43.523900 138812.981754 23.725177 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 337 783354.197517 6186582.285346 4.017340 42.773900 72060.843507 52.657936 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 2366 785697.466640 6249515.983699 4.056210 43.339600 122184.604564 29.213294 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1477 787398.732466 6223444.983389 4.072810 43.104900 101261.804637 37.279710 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 319 788262.686578 6178939.392273 4.075970 42.704600 71899.566407 59.891885 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 565 788352.791740 6192932.557944 4.079400 42.830400 79912.216488 51.211885 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 181 789223.044183 6169720.067092 4.086130 42.621600 68628.722295 66.970511 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1819 788957.896235 6238631.970189 4.094530 43.241300 114567.043090 33.296526 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 114 790926.198831 6148728.618485 4.103290 42.432700 65126.269610 84.840742 E 
43 726063.782134 6142872.178137 3.315990 42.385300 3008 789905.491318 6258600.432874 4.109640 43.420800 132169.560701 28.883408 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 180 793233.214451 6174860.032485 4.135840 42.667300 74397.281291 64.534979 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1805 794246.693819 6233348.482141 4.158640 43.193100 113291.089817 37.001667 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 701 794927.655141 6211531.237361 4.163060 42.996800 97243.505793 45.085331 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 320 795887.402248 6181895.289600 4.169440 42.730200 79988.381369 60.799994 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 90 796563.420227 6139930.779374 4.170100 42.352900 70560.972201 92.389119 E 
43 726063.782134 6142872.178137 3.315990 42.385300 91 796935.372716 6146656.860000 4.175820 42.413300 70972.573353 86.943197 E 
43 726063.782134 6142872.178137 3.315990 42.385300 1473 797155.716537 6222751.004048 4.192430 43.097400 106933.109775 41.668994 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 3237 797832.685776 6259950.687819 4.207720 43.431900 137324.990294 31.508218 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 570 799371.321241 6202223.410149 4.215740 42.912500 94321.598965 51.005685 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 85 801200.246638 6131855.715713 4.224760 42.279700 75939.783660 98.341240 E 
43 726063.782134 6142872.178137 3.315990 42.385300 2386 800930.865320 6245490.987749 4.243150 43.301400 127026.376123 36.113178 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1812 802600.139928 6236667.515085 4.261970 43.221800 121059.404002 39.214211 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1469 803615.422148 6226143.151225 4.272370 43.127000 113790.649123 42.963249 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 322 806405.112585 6188466.416187 4.299010 42.787800 92377.291159 60.424802 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1110 806015.769042 6215651.848345 4.299720 43.032300 108116.606524 47.688649 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 83 808824.498867 6142516.389866 4.319170 42.374400 82761.481496 90.246313 E 
43 726063.782134 6142872.178137 3.315990 42.385300 162 810496.454886 6167933.926337 4.344680 42.602600 88073.647879 73.467782 E 
43 726063.782134 6142872.178137 3.315990 42.385300 323 811701.641383 6183917.439346 4.362700 42.746100 94966.080283 64.392125 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 633 811562.034532 6207860.947581 4.366050 42.961400 107394.093491 52.760877 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 3729 811860.456764 6262515.175031 4.381410 43.452900 147226.071343 35.644523 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 82 814324.874173 6136813.115506 4.384620 42.322300 88468.822801 93.927154 E 
43 726063.782134 6142872.178137 3.315990 42.385300 111 814068.778004 6158550.415328 4.386140 42.517700 89390.639439 79.898637 E 
43 726063.782134 6142872.178137 3.315990 42.385300 330 814034.117019 6192889.776911 4.393080 42.826400 101195.553296 60.378588 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 3155 813360.105844 6257916.941795 4.398920 43.411300 144415.877861 37.191340 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1116 814832.843831 6217104.117579 4.408110 43.044000 115716.581128 50.096398 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 163 817350.002688 6165451.017005 4.427520 42.579200 94037.109842 76.107226 E 
43 726063.782134 6142872.178137 3.315990 42.385300 324 817123.199270 6180309.143700 4.428030 42.712800 98454.780684 67.651123 E 
43 726063.782134 6142872.178137 3.315990 42.385300 2219 817910.914108 6240688.619791 4.451160 43.255600 134178.805739 43.197317 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 1501 819353.480223 6229574.009352 4.466370 43.155400 127358.452038 47.096146 NE 
43 726063.782134 6142872.178137 3.315990 42.385300 81 821200.999836 6140409.254895 4.468690 42.353500 95169.092582 91.482949 E 
